material_id,cif,formation_energy_per_atom,total_magnetization
22495,"# generated using pymatgen
data_SmNiO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.28682054
_cell_length_b   5.44978590
_cell_length_c   7.53088649
_cell_angle_alpha   90.00021620
_cell_angle_beta   90.00051183
_cell_angle_gamma   89.99971112
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SmNiO3
_chemical_formula_sum   'Sm4 Ni4 O12'
_cell_volume   216.98020304
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.01278856  0.94363263  0.75002558  1
  Sm  Sm1  1  0.51279778  0.55632602  0.24997455  1
  Sm  Sm2  1  0.48720222  0.44367398  0.75002545  1
  Sm  Sm3  1  0.98721144  0.05636737  0.24997442  1
  Ni  Ni4  1  0.50000000  0.00000000  0.50000000  1
  Ni  Ni5  1  -0.00000000  0.50000000  0.50000000  1
  Ni  Ni6  1  -0.00000000  0.50000000  -0.00000000  1
  Ni  Ni7  1  0.50000000  0.00000000  -0.00000000  1
  O  O8  1  0.70673583  0.29349112  0.45729712  1
  O  O9  1  0.20665270  0.20658996  0.54270157  1
  O  O10  1  0.79332335  0.79339711  0.04265886  1
  O  O11  1  0.29324811  0.70652011  0.95733636  1
  O  O12  1  0.29326417  0.70650888  0.54270288  1
  O  O13  1  0.79334730  0.79341004  0.45729843  1
  O  O14  1  0.20667665  0.20660289  0.95734114  1
  O  O15  1  0.70675189  0.29347989  0.04266364  1
  O  O16  1  0.08061070  0.48489862  0.24996387  1
  O  O17  1  0.58066172  0.01510971  0.75003744  1
  O  O18  1  0.41933828  0.98489029  0.24996256  1
  O  O19  1  0.91938930  0.51510138  0.75003613  1
",-2.452948235,3.9999879
22608,"# generated using pymatgen
data_CaVO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.31108468
_cell_length_b   5.35410723
_cell_length_c   7.55177219
_cell_angle_alpha   90.05243750
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaVO3
_chemical_formula_sum   'Ca4 V4 O12'
_cell_volume   214.74298675
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.99448591  0.03464724  0.74978708  1
  Ca  Ca1  1  0.49448591  0.46535276  0.25021292  1
  Ca  Ca2  1  0.50551409  0.53464724  0.74978708  1
  Ca  Ca3  1  0.00551409  0.96535276  0.25021292  1
  V  V4  1  0.50000000  0.00000000  0.50000000  1
  V  V5  1  -0.00000000  0.50000000  0.50000000  1
  V  V6  1  -0.00000000  0.50000000  -0.00000000  1
  V  V7  1  0.50000000  0.00000000  -0.00000000  1
  O  O8  1  0.93678797  0.51165966  0.25017256  1
  O  O9  1  0.43678797  0.98834034  0.74982744  1
  O  O10  1  0.56321203  0.01165966  0.25017256  1
  O  O11  1  0.06321203  0.48834034  0.74982744  1
  O  O12  1  0.71454028  0.28743109  0.96732967  1
  O  O13  1  0.21454028  0.21256891  0.03267033  1
  O  O14  1  0.78794825  0.78502267  0.53279492  1
  O  O15  1  0.28794825  0.71497733  0.46720508  1
  O  O16  1  0.71205175  0.28502267  0.53279492  1
  O  O17  1  0.21205175  0.21497733  0.46720508  1
  O  O18  1  0.28545972  0.71256891  0.03267033  1
  O  O19  1  0.78545972  0.78743109  0.96732967  1
",-2.936343998,3.999347
1184946,"# generated using pymatgen
data_KZnO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.08854700
_cell_length_b   4.08854700
_cell_length_c   4.08854700
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KZnO3
_chemical_formula_sum   'K1 Zn1 O3'
_cell_volume   68.34503711
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.00000000  0.00000000  0.00000000  1
  Zn  Zn1  1  0.50000000  0.50000000  0.50000000  1
  O  O2  1  0.50000000  0.50000000  0.00000000  1
  O  O3  1  0.50000000  0.00000000  0.50000000  1
  O  O4  1  0.00000000  0.50000000  0.50000000  1
",-0.938129754,2.9948736
551830,"# generated using pymatgen
data_SrTiO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.53392131
_cell_length_b   5.53392168
_cell_length_c   5.53392559
_cell_angle_alpha   120.02786883
_cell_angle_beta   120.02787511
_cell_angle_gamma   89.95176766
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrTiO3
_chemical_formula_sum   'Sr2 Ti2 O6'
_cell_volume   119.78460373
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.75000006  0.24999998  0.49999996  1
  Sr  Sr1  1  0.24999992  0.75000018  0.50000016  1
  Ti  Ti2  1  0.00000532  0.00000409  0.00000216  1
  Ti  Ti3  1  0.49999467  0.49999565  -0.00000238  1
  O  O4  1  0.24105565  0.74104767  0.98210233  1
  O  O5  1  0.74104758  0.75894454  0.49999212  1
  O  O6  1  0.25895242  0.24105551  0.50000798  1
  O  O7  1  0.74999611  0.74999599  0.00000002  1
  O  O8  1  0.75894441  0.25895245  0.01789771  1
  O  O9  1  0.25000387  0.25000393  -0.00000007  1
",-3.551577544,0.0
1105788,"# generated using pymatgen
data_SmCrO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.35209304
_cell_length_b   5.54722294
_cell_length_c   7.65437822
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SmCrO3
_chemical_formula_sum   'Sm4 Cr4 O12'
_cell_volume   227.25277374
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.51437101  0.55798237  0.25000000  1
  Sm  Sm1  1  0.98562899  0.05798237  0.25000000  1
  Sm  Sm2  1  0.48562899  0.44201763  0.75000000  1
  Sm  Sm3  1  0.01437101  0.94201763  0.75000000  1
  Cr  Cr4  1  -0.00000000  0.50000000  -0.00000000  1
  Cr  Cr5  1  0.50000000  0.00000000  0.50000000  1
  Cr  Cr6  1  -0.00000000  0.50000000  0.50000000  1
  Cr  Cr7  1  0.50000000  0.00000000  -0.00000000  1
  O  O8  1  0.40735057  0.97404646  0.25000000  1
  O  O9  1  0.09264943  0.47404646  0.25000000  1
  O  O10  1  0.59264943  0.02595354  0.75000000  1
  O  O11  1  0.90735057  0.52595354  0.75000000  1
  O  O12  1  0.79857044  0.79621972  0.04862124  1
  O  O13  1  0.70142956  0.29621972  0.45137876  1
  O  O14  1  0.20142956  0.20378028  0.54862124  1
  O  O15  1  0.29857044  0.70378028  0.95137876  1
  O  O16  1  0.20142956  0.20378028  0.95137876  1
  O  O17  1  0.29857044  0.70378028  0.54862124  1
  O  O18  1  0.79857044  0.79621972  0.45137876  1
  O  O19  1  0.70142956  0.29621972  0.04862124  1
",-3.17107196,12.0000004
1239170,"# generated using pymatgen
data_ZrBeO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.11619100
_cell_length_b   4.11619100
_cell_length_c   4.11619100
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrBeO3
_chemical_formula_sum   'Zr1 Be1 O3'
_cell_volume   69.74074080
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.00000000  0.00000000  0.00000000  1
  Be  Be1  1  0.50000000  0.50000000  0.50000000  1
  O  O2  1  0.00000000  0.50000000  0.00000000  1
  O  O3  1  0.00000000  0.00000000  0.50000000  1
  O  O4  1  0.50000000  0.00000000  0.00000000  1
",-1.898806424,0.0018769
20243,"# generated using pymatgen
data_SmFeO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.38849724
_cell_length_b   5.64927650
_cell_length_c   7.71566968
_cell_angle_alpha   89.99959882
_cell_angle_beta   90.00374659
_cell_angle_gamma   89.99995895
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SmFeO3
_chemical_formula_sum   'Sm4 Fe4 O12'
_cell_volume   234.87355529
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.51574387  0.56336671  0.25001652  1
  Sm  Sm1  1  0.98425403  0.06336662  0.24998159  1
  Sm  Sm2  1  0.48425539  0.43663362  0.74998354  1
  Sm  Sm3  1  0.01574555  0.93663285  0.75001795  1
  Fe  Fe4  1  0.49999912  -0.00000001  -0.00000033  1
  Fe  Fe5  1  -0.00000091  0.49999991  0.49999970  1
  Fe  Fe6  1  0.49999929  0.00000003  0.50000035  1
  Fe  Fe7  1  -0.00000105  0.49999984  0.00000025  1
  O  O8  1  0.40020553  0.96903412  0.24998109  1
  O  O9  1  0.09979571  0.46903415  0.25001965  1
  O  O10  1  0.59979501  0.03096594  0.75001901  1
  O  O11  1  0.90020471  0.53096543  0.74998026  1
  O  O12  1  0.80252003  0.80102332  0.05205622  1
  O  O13  1  0.69748380  0.30102226  0.44794243  1
  O  O14  1  0.19751204  0.19897857  0.55203012  1
  O  O15  1  0.30249309  0.69897866  0.94797142  1
  O  O16  1  0.19748043  0.19897620  0.94794367  1
  O  O17  1  0.30251758  0.69897842  0.55205746  1
  O  O18  1  0.80248952  0.80102176  0.44797032  1
  O  O19  1  0.69750724  0.30102159  0.05202877  1
",-2.80380363,20.008487
19339,"# generated using pymatgen
data_LaNiO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.38148990
_cell_length_b   5.38149011
_cell_length_c   5.38148356
_cell_angle_alpha   60.90056947
_cell_angle_beta   60.90059495
_cell_angle_gamma   60.90047373
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaNiO3
_chemical_formula_sum   'La2 Ni2 O6'
_cell_volume   112.43959122
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.74999975  0.74999975  0.74999975  1
  La  La1  1  0.25000025  0.25000025  0.25000025  1
  Ni  Ni2  1  0.50000000  0.50000000  0.50000000  1
  Ni  Ni3  1  -0.00000000  0.00000000  0.00000000  1
  O  O4  1  0.30375944  0.74994213  0.19632510  1
  O  O5  1  0.74994313  0.19632510  0.30376044  1
  O  O6  1  0.19632610  0.30375944  0.74994213  1
  O  O7  1  0.69624056  0.25005787  0.80367490  1
  O  O8  1  0.80367390  0.69624056  0.25005787  1
  O  O9  1  0.25005687  0.80367490  0.69623956  1
",-2.47170472,1.999905
1278019,"# generated using pymatgen
data_LaMnO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.57487583
_cell_length_b   5.57487795
_cell_length_c   8.82672443
_cell_angle_alpha   71.59227220
_cell_angle_beta   71.59269584
_cell_angle_gamma   89.99493466
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaMnO3
_chemical_formula_sum   'La4 Mn4 O12'
_cell_volume   245.45715843
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.75000400  0.75000200  0.49999600  1
  La  La1  1  0.49993500  0.50006100  0.00000900  1
  La  La2  1  0.25000200  0.25000200  0.49999700  1
  La  La3  1  0.00006000  0.99993300  0.00000700  1
  Mn  Mn4  1  0.37417300  0.87417300  0.25164200  1
  Mn  Mn5  1  0.12583100  0.62583400  0.74835200  1
  Mn  Mn6  1  0.62618000  0.12617400  0.74760700  1
  Mn  Mn7  1  0.87382700  0.37383400  0.25235000  1
  O  O8  1  0.88569400  0.38569500  0.74675200  1
  O  O9  1  0.61428900  0.11428900  0.25326500  1
  O  O10  1  0.36754000  0.86753900  0.74680000  1
  O  O11  1  0.13246200  0.63246200  0.25321800  1
  O  O12  1  0.74997200  0.24997200  0.50006100  1
  O  O13  1  0.50097300  0.00097300  0.99792700  1
  O  O14  1  0.24995500  0.74995500  0.50009100  1
  O  O15  1  0.99911700  0.49911800  0.00189300  1
  O  O16  1  0.36757500  0.38569800  0.74674000  1
  O  O17  1  0.13242700  0.11428600  0.25327700  1
  O  O18  1  0.88569900  0.86757600  0.74674000  1
  O  O19  1  0.61428500  0.63242600  0.25327700  1
",-2.917636934,16.0022643
866095,"# generated using pymatgen
data_CeNiO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.78541800
_cell_length_b   3.78541800
_cell_length_c   3.78541800
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CeNiO3
_chemical_formula_sum   'Ce1 Ni1 O3'
_cell_volume   54.24272870
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ce  Ce0  1  0.00000000  0.00000000  0.00000000  1
  Ni  Ni1  1  0.50000000  0.50000000  0.50000000  1
  O  O2  1  0.50000000  0.50000000  0.00000000  1
  O  O3  1  0.50000000  0.00000000  0.50000000  1
  O  O4  1  0.00000000  0.50000000  0.50000000  1
",-2.396649083,1.9985689
8020,"# generated using pymatgen
data_LaTiO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.95893800
_cell_length_b   3.95893800
_cell_length_c   3.95893800
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaTiO3
_chemical_formula_sum   'La1 Ti1 O3'
_cell_volume   62.04918782
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.00000000  0.00000000  0.00000000  1
  Ti  Ti1  1  0.50000000  0.50000000  0.50000000  1
  O  O2  1  0.00000000  0.50000000  0.50000000  1
  O  O3  1  0.50000000  0.00000000  0.50000000  1
  O  O4  1  0.50000000  0.50000000  0.00000000  1
",-3.597550533,0.002878
504651,"# generated using pymatgen
data_CsVO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.45086244
_cell_length_b   5.79445238
_cell_length_c   12.27054304
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsVO3
_chemical_formula_sum   'Cs4 V4 O12'
_cell_volume   387.56219182
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.08310413  0.75000000  0.59739427  1
  Cs  Cs1  1  0.08310413  0.25000000  0.90260573  1
  Cs  Cs2  1  0.91689587  0.25000000  0.40260573  1
  Cs  Cs3  1  0.91689587  0.75000000  0.09739427  1
  V  V4  1  0.54938264  0.75000000  0.82824426  1
  V  V5  1  0.54938264  0.25000000  0.67175574  1
  V  V6  1  0.45061736  0.25000000  0.17175574  1
  V  V7  1  0.45061736  0.75000000  0.32824426  1
  O  O8  1  0.85042624  0.75000000  0.84691146  1
  O  O9  1  0.85042624  0.25000000  0.65308854  1
  O  O10  1  0.14957376  0.25000000  0.15308854  1
  O  O11  1  0.14957376  0.75000000  0.34691146  1
  O  O12  1  0.40876195  0.75000000  0.94719023  1
  O  O13  1  0.40876195  0.25000000  0.55280977  1
  O  O14  1  0.59123705  0.25000000  0.05280977  1
  O  O15  1  0.59123705  0.75000000  0.44719023  1
  O  O16  1  0.45719678  0.00000000  0.75000000  1
  O  O17  1  0.54280322  0.50000000  0.25000000  1
  O  O18  1  0.54280322  -0.00000000  0.25000000  1
  O  O19  1  0.45719678  0.50000000  0.75000000  1
",-2.415557575,0.0
557203,"# generated using pymatgen
data_SrZrO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.39667300
_cell_length_b   8.39667300
_cell_length_c   8.39667300
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrZrO3
_chemical_formula_sum   'Sr8 Zr8 O24'
_cell_volume   592.00001954
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.75470400  0.74529600  0.25470400  1
  Sr  Sr1  1  0.23099500  0.76900500  0.26900500  1
  Sr  Sr2  1  0.26900500  0.23099500  0.76900500  1
  Sr  Sr3  1  0.74529600  0.25470400  0.75470400  1
  Sr  Sr4  1  0.76900500  0.26900500  0.23099500  1
  Sr  Sr5  1  0.73099500  0.73099500  0.73099500  1
  Sr  Sr6  1  0.24529600  0.24529600  0.24529600  1
  Sr  Sr7  1  0.25470400  0.75470400  0.74529600  1
  Zr  Zr8  1  0.49655300  0.99655300  0.50344700  1
  Zr  Zr9  1  0.99655300  0.50344700  0.49655300  1
  Zr  Zr10  1  0.00344700  0.00344700  0.00344700  1
  Zr  Zr11  1  0.00632400  0.50632400  0.99367600  1
  Zr  Zr12  1  0.50344700  0.49655300  0.99655300  1
  Zr  Zr13  1  0.99367600  0.00632400  0.50632400  1
  Zr  Zr14  1  0.49367600  0.49367600  0.49367600  1
  Zr  Zr15  1  0.50632400  0.99367600  0.00632400  1
  O  O16  1  0.48933700  0.74379900  0.51249400  1
  O  O17  1  0.51249400  0.48933700  0.74379900  1
  O  O18  1  0.97924500  0.25593800  0.49055800  1
  O  O19  1  0.24406200  0.50944200  0.47924500  1
  O  O20  1  0.75593800  0.00944200  0.02075500  1
  O  O21  1  0.74406200  0.99055800  0.52075500  1
  O  O22  1  0.74379900  0.51249400  0.48933700  1
  O  O23  1  0.25620100  0.01249400  0.01066300  1
  O  O24  1  0.50944200  0.47924500  0.24406200  1
  O  O25  1  0.98933700  0.75620100  0.48750600  1
  O  O26  1  0.99055800  0.52075500  0.74406200  1
  O  O27  1  0.47924500  0.24406200  0.50944200  1
  O  O28  1  0.01066300  0.25620100  0.01249400  1
  O  O29  1  0.48750600  0.98933700  0.75620100  1
  O  O30  1  0.49055800  0.97924500  0.25593800  1
  O  O31  1  0.02075500  0.75593800  0.00944200  1
  O  O32  1  0.52075500  0.74406200  0.99055800  1
  O  O33  1  0.00944200  0.02075500  0.75593800  1
  O  O34  1  0.24379900  0.98750600  0.51066300  1
  O  O35  1  0.01249400  0.01066300  0.25620100  1
  O  O36  1  0.25593800  0.49055800  0.97924500  1
  O  O37  1  0.98750600  0.51066300  0.24379900  1
  O  O38  1  0.51066300  0.24379900  0.98750600  1
  O  O39  1  0.75620100  0.48750600  0.98933700  1
",-3.606928869,4.61e-05
705845,"# generated using pymatgen
data_BaFeO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   13.05038073
_cell_length_b   13.05038073
_cell_length_c   13.05038115
_cell_angle_alpha   27.40377678
_cell_angle_beta   27.40377678
_cell_angle_gamma   27.40377804
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaFeO3
_chemical_formula_sum   'Ba4 Fe4 O12'
_cell_volume   415.52427401
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.97151600  0.97151600  0.97151600  1
  Ba  Ba1  1  0.56366200  0.56366200  0.56366200  1
  Ba  Ba2  1  0.38816800  0.38816800  0.38816800  1
  Ba  Ba3  1  0.20069800  0.20069800  0.20069800  1
  Fe  Fe4  1  0.83765100  0.83765100  0.83765100  1
  Fe  Fe5  1  0.76634000  0.76634000  0.76634000  1
  Fe  Fe6  1  0.67131000  0.67131000  0.67131000  1
  Fe  Fe7  1  0.29324900  0.29324900  0.29324900  1
  O  O8  1  0.49471600  0.49471600  0.00851000  1
  O  O9  1  0.49471600  0.00851000  0.49471600  1
  O  O10  1  0.40041600  0.40041600  0.98883200  1
  O  O11  1  0.40041600  0.98883200  0.40041600  1
  O  O12  1  0.98883200  0.40041600  0.40041600  1
  O  O13  1  0.15449300  0.70119800  0.70119800  1
  O  O14  1  0.70119800  0.15449300  0.70119800  1
  O  O15  1  0.70119800  0.70119800  0.15449300  1
  O  O16  1  0.61220300  0.07180400  0.61220300  1
  O  O17  1  0.07180400  0.61220300  0.61220300  1
  O  O18  1  0.61220300  0.61220300  0.07180400  1
  O  O19  1  0.00851000  0.49471600  0.49471600  1
",-1.689296133,13.9953491
19150,"# generated using pymatgen
data_BaVO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.77793000
_cell_length_b   5.77792986
_cell_length_c   11.74099700
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000080
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaVO3
_chemical_formula_sum   'Ba5 V5 O15'
_cell_volume   339.45338740
_cell_formula_units_Z   5
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.66666700  0.33333400  0.59440700  1
  Ba  Ba1  1  0.33333400  0.66666700  0.40559300  1
  Ba  Ba2  1  0.66666700  0.33333400  0.21001500  1
  Ba  Ba3  1  0.33333400  0.66666700  0.78998500  1
  Ba  Ba4  1  0.00000000  0.00000000  0.00000000  1
  V  V5  1  0.00000000  0.00000000  0.50000000  1
  V  V6  1  0.66666700  0.33333400  0.90833500  1
  V  V7  1  0.33333400  0.66666700  0.09166500  1
  V  V8  1  0.00000000  0.00000000  0.27655300  1
  V  V9  1  0.00000000  0.00000000  0.72344600  1
  O  O10  1  0.85001200  0.14998900  0.39947100  1
  O  O11  1  0.85001100  0.70002300  0.39947100  1
  O  O12  1  0.29997600  0.14998900  0.39947100  1
  O  O13  1  0.70002400  0.85001200  0.60052800  1
  O  O14  1  0.14998900  0.29997800  0.60052800  1
  O  O15  1  0.14998800  0.85001200  0.60052800  1
  O  O16  1  0.83358600  0.16641300  0.80022300  1
  O  O17  1  0.83358600  0.66717300  0.80022300  1
  O  O18  1  0.33282600  0.16641300  0.80022300  1
  O  O19  1  0.66717300  0.83358600  0.19977700  1
  O  O20  1  0.50000000  0.00000000  0.00000000  1
  O  O21  1  0.99999900  0.50000000  0.00000000  1
  O  O22  1  0.16641400  0.33282700  0.19977700  1
  O  O23  1  0.16641300  0.83358600  0.19977700  1
  O  O24  1  0.50000100  0.50000000  0.00000000  1
",-2.830250003,4.9995614
1278738,"# generated using pymatgen
data_LaMnO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.94752200
_cell_length_b   5.56834857
_cell_length_c   5.56834432
_cell_angle_alpha   90.01428969
_cell_angle_beta   89.99956836
_cell_angle_gamma   90.00051385
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaMnO3
_chemical_formula_sum   'La2 Mn2 O6'
_cell_volume   122.39876651
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.00000200  0.99999800  0.99999600  1
  La  La1  1  0.00000200  0.50000400  0.50000300  1
  Mn  Mn2  1  0.50000000  0.00000100  0.49999700  1
  Mn  Mn3  1  0.50000100  0.49999900  0.00000200  1
  O  O4  1  0.00000000  0.49999800  0.00000000  1
  O  O5  1  0.00000200  0.99999600  0.50000300  1
  O  O6  1  0.50000100  0.24105800  0.74106200  1
  O  O7  1  0.49999800  0.75894200  0.25894200  1
  O  O8  1  0.49999900  0.24106200  0.25893800  1
  O  O9  1  0.49999400  0.75894300  0.74105700  1
",-2.919669006,7.9999577
